1828	WikiProject_Biography_articles
1828	WikiProject_India_articles
1828	WikiProject_Indian_politics_articles
1828	WikiProject_Indian_television_articles
10158	WikiProject_History_articles
10158	WikiProject_Politics_articles
19019	WikiProject_Biography_articles
19019	WikiProject_Chicago_articles
19019	WikiProject_College_football_articles
19019	WikiProject_Professional_wrestling_articles
31258	WikiProject_Former_countries_articles
31258	WikiProject_Poland_articles
31258	WikiProject_Prussia_articles
2154	WikiProject_Ethnic_groups_articles
2154	WikiProject_United_States_articles
46993	WikiProject_Biography_articles
46993	WikiProject_Czech_Republic_articles
50245	WikiProject_Food_and_drink_articles
23454335	WikiProject_Law_Enforcement_articles
23454335	WikiProject_Russia_articles
23454335	WikiProject_Socialism_articles
23454335	WikiProject_Soviet_Union_articles
58655	WikiProject_Catholicism_articles
63074	WikiProject_Finance_&_Investment_articles
32375	WikiProject_Biography_articles
32375	WikiProject_Catholicism_articles
32375	WikiProject_Politics_articles
32375	WikiProject_Religion_articles
75763	WikiProject_Politics_articles
92129	WikiProject_Ohio_articles
92129	WikiProject_U.S._counties_articles
92129	WikiProject_United_States_articles
92114	WikiProject_U.S._counties_articles
92114	WikiProject_United_States_articles
71076	WikiProject_U.S._counties_articles
71076	WikiProject_United_States_articles
71076	WikiProject_Utah_articles
87973	WikiProject_Connecticut_articles
87973	WikiProject_U.S._counties_articles
87973	WikiProject_United_States_articles
77827	WikiProject_Alabama_articles
77827	WikiProject_U.S._counties_articles
77827	WikiProject_United_States_articles
90993	WikiProject_U.S._counties_articles
90993	WikiProject_United_States_articles
91963	WikiProject_U.S._counties_articles
91963	WikiProject_United_States_articles
91562	WikiProject_Texas_articles
91562	WikiProject_U.S._counties_articles
91562	WikiProject_United_States_articles
91551	WikiProject_Texas_articles
91551	WikiProject_U.S._counties_articles
91551	WikiProject_United_States_articles
91239	WikiProject_United_States_articles
91239	WikiProject_Virginia_articles
104643	WikiProject_Books_articles
104643	WikiProject_Film_articles
104643	WikiProject_Science_Fiction_articles
47085	WikiProject_Biography_articles
47085	WikiProject_Celts_articles
47085	WikiProject_Lists_articles
47085	WikiProject_Wales_articles
143988	WikiProject_Africa_articles
143988	WikiProject_Albania_articles
143988	WikiProject_Human_rights_articles
143988	WikiProject_International_relations_articles
143988	WikiProject_New_Zealand_articles
143988	WikiProject_Rwanda_articles
143988	WikiProject_Uganda_articles
143988	WikiProject_United_Nations_articles
143983	WikiProject_Biography_articles
143983	WikiProject_Comedy_articles
143983	WikiProject_LGBT_studies_-_person_articles
143983	WikiProject_LGBT_studies_articles
143983	WikiProject_Socialism_articles
143983	WikiProject_Yemen_articles
152597	WikiProject_Australia_articles
152597	WikiProject_Australian_music_articles
152597	WikiProject_Record_Labels_articles
97034	WikiProject_Computer_science_articles
154457	WikiProject_China_articles
154457	WikiProject_Human_rights_articles
154457	WikiProject_Internet_articles
154457	WikiProject_Internet_culture_articles
154457	WikiProject_Law_Enforcement_articles
154457	WikiProject_Open_articles
154457	WikiProject_Pornography_articles
65422	WikiProject_Biography_articles
65422	WikiProject_United_States_articles
108133	WikiProject_California_articles
26422038	WikiProject_Politics_articles
26422038	WikiProject_United_States_Government_articles
26422038	WikiProject_United_States_Public_Policy_articles
26422038	WikiProject_United_States_articles
160562	WikiProject_United_States_Government_articles
160562	WikiProject_United_States_articles
27007	WikiProject_Biography_articles
27007	WikiProject_Massachusetts_articles
27007	WikiProject_Photography_articles
27007	WikiProject_Technology_articles
27007	WikiProject_United_States_History_articles
27007	WikiProject_United_States_articles
27007	WikiProject_Visual_arts_articles
157826	WikiProject_Lists_articles
157826	WikiProject_Norway_articles
155637	WikiProject_Yorkshire_articles
23009144	WikiProject_Statistics_articles
37513	WikiProject_Languages_articles
37513	WikiProject_Linguistics_articles
190008	WikiProject_Human_rights_articles
190008	WikiProject_Linguistics_articles
190008	WikiProject_Politics_articles
190008	WikiProject_United_States_Public_Policy_articles
190008	WikiProject_United_States_articles
197517	WikiProject_Biography_articles
197517	WikiProject_Israel_Palestine_Collaboration_articles
197517	WikiProject_Palestine_articles
197517	WikiProject_Women_articles
197517	WikiProject_Women_writers_articles
54761	WikiProject_China_articles
54761	WikiProject_Chinese_surname_articles
198587	WikiProject_Latvia_articles
193894	WikiProject_Birds_articles
1354	WikiProject_Argentina_articles
1354	WikiProject_Chile_articles
1354	WikiProject_Colombia_articles
1354	WikiProject_Geography_articles
1354	WikiProject_South_America_articles
214591	WikiProject_Numismatics_articles
59051	WikiProject_Australia_articles
59051	WikiProject_Queensland_articles
218576	WikiProject_Sports_articles
229470	WikiProject_Palaeontology_articles
231288	WikiProject_Engineering_articles
231288	WikiProject_Technology_articles
215619	WikiProject_American_music_articles
215619	WikiProject_American_television_articles
215619	WikiProject_Media_articles
215619	WikiProject_Television_articles
215619	WikiProject_United_States_articles
213670	WikiProject_Electronic_music_articles
213670	WikiProject_Music_genres_articles
498658	WikiProject_Electronic_music_articles
498658	WikiProject_Music_genres_articles
243391	WikiProject_Education_articles
13525	WikiProject_Celts_articles
13525	WikiProject_Former_countries_articles
13525	WikiProject_United_Kingdom_articles
228059	WikiProject_Business_articles
228059	WikiProject_Organizations_articles
228059	WikiProject_Politics_articles
105434	WikiProject_Comedy_articles
105434	WikiProject_Film_articles
32693	WikiProject_Linguistics_articles
146738	WikiProject_Business_articles
146738	WikiProject_Economics_articles
146738	WikiProject_Finance_&_Investment_articles
24071774	WikiProject_Sweden_articles
67801	WikiProject_Brands_articles
67801	WikiProject_Electronics_articles
67801	WikiProject_Television_articles
243845	WikiProject_Statistics_articles
51078	WikiProject_Disability_articles
51078	WikiProject_Pharmacology_articles
265343	WikiProject_Biography_articles
80566	WikiProject_California_articles
80566	WikiProject_U.S._counties_articles
80566	WikiProject_United_States_articles
7861749	WikiProject_California_articles
7861749	WikiProject_U.S._counties_articles
7861749	WikiProject_United_States_articles
96709	WikiProject_Georgia_U.S._state_articles
96709	WikiProject_U.S._counties_articles
96709	WikiProject_United_States_articles
96206	WikiProject_U.S._counties_articles
96206	WikiProject_United_States_articles
95550	WikiProject_Kentucky_articles
95550	WikiProject_U.S._counties_articles
95550	WikiProject_United_States_articles
95539	WikiProject_Cincinnati_articles
95539	WikiProject_Kentucky_articles
95539	WikiProject_Ohio_articles
95539	WikiProject_U.S._counties_articles
95539	WikiProject_United_States_articles
97698	WikiProject_Louisiana_articles
97698	WikiProject_U.S._counties_articles
97698	WikiProject_United_States_articles
95089	WikiProject_Michigan_articles
95089	WikiProject_U.S._counties_articles
95089	WikiProject_United_States_articles
94390	WikiProject_Montana_articles
94390	WikiProject_U.S._counties_articles
94390	WikiProject_United_States_articles
93643	WikiProject_Nebraska_articles
93643	WikiProject_U.S._counties_articles
93643	WikiProject_United_States_articles
93295	WikiProject_North_Carolina_articles
93295	WikiProject_U.S._counties_articles
93295	WikiProject_United_States_articles
93158	WikiProject_North_Dakota_articles
93158	WikiProject_U.S._counties_articles
93158	WikiProject_United_States_articles
105454	WikiProject_Alaska_articles
105454	WikiProject_United_States_articles
105589	WikiProject_Alaska_articles
105677	WikiProject_Alaska_articles
106701	WikiProject_Arizona_articles
106701	WikiProject_United_States_articles
106749	WikiProject_Arizona_articles
106749	WikiProject_United_States_articles
107027	WikiProject_Arkansas_articles
107027	WikiProject_United_States_articles
107310	WikiProject_Arkansas_articles
107310	WikiProject_United_States_articles
107450	WikiProject_California_articles
55483	WikiProject_Fictional_characters_articles
241052	WikiProject_Albums_articles
241052	WikiProject_Film_articles
291138	WikiProject_London_Transport_articles
291138	WikiProject_Stations_articles
48991	WikiProject_History_articles
48991	WikiProject_Visual_arts_articles
53627	WikiProject_Biography_articles
53627	WikiProject_Estonia_articles
123427	WikiProject_Education_articles
123427	WikiProject_United_States_Public_Policy_articles
123427	WikiProject_United_States_articles
262572	WikiProject_Anatomy_articles
311778	WikiProject_Airports_articles
311778	WikiProject_Aviation_articles
261091	WikiProject_Biography_articles
181570	WikiProject_Biography_articles
17313	WikiProject_Biography_articles
312806	WikiProject_Food_and_drink_articles
312806	WikiProject_Georgia_country_articles
